week,group,mouse,weight,sex
44,group 3,166,43.8,male
45,group 3,166,43.6,male
46,group 3,166,44.9,male
47,group 3,166,45.1,male
48,group 3,166,45.3,male
49,group 3,166,47.2,male
50,group 3,166,45.6,male
51,group 3,166,45.3,male
52,group 3,166,30.3,male
53,group 3,166,44,male
54,group 3,166,42.6,male
55,group 3,166,44.4,male
56,group 3,166,44.4,male
57,group 3,166,45.5,male
58,group 3,166,44.5,male
59,group 3,166,41.5,male
60,group 3,166,43.9,male
61,group 3,166,43.2,male
62,group 3,166,44.2,male
63,group 3,166,45,male
64,group 3,166,45.9,male
65,group 3,166,45,male
66,group 3,166,44,male
67,group 3,166,44.1,male
68,group 3,166,44.4,male
69,group 3,166,44.6,male
70,group 3,166,42.8,male
71,group 3,166,42.8,male
72,group 3,166,41.7,male
73,group 3,166,41.7,male
1,group 3,167,16.5,male
2,group 3,167,20.5,male
3,group 3,167,24,male
4,group 3,167,25.4,male
5,group 3,167,29.5,male
6,group 3,167,31.4,male
7,group 3,167,33.6,male
8,group 3,167,33.7,male
9,group 3,167,36.1,male
10,group 3,167,25.9,male
11,group 3,167,37.1,male
12,group 3,167,38.2,male
13,group 3,167,38.1,male
14,group 3,167,40.2,male
15,group 3,167,40.2,male
16,group 3,167,41.8,male
17,group 3,167,40.9,male
18,group 3,167,43.1,male
19,group 3,167,42.6,male
20,group 3,167,42.1,male
21,group 3,167,40.7,male
22,group 3,167,40.4,male
23,group 3,167,36.9,male
24,group 3,167,35.7,male
25,group 3,167,34.3,male
26,group 3,167,34,male
27,group 3,167,35.3,male
28,group 3,167,35.3,male
29,group 3,167,33.9,male
30,group 3,167,34.3,male
31,group 3,167,35.7,male
32,group 3,167,37,male
33,group 3,167,37.8,male
34,group 3,167,39.9,male
35,group 3,167,39.4,male
36,group 3,167,38.8,male
37,group 3,167,38.3,male
38,group 3,167,42.3,male
39,group 3,167,36.6,male
40,group 3,167,34.7,male
41,group 3,167,33.5,male
42,group 3,167,35.6,male
43,group 3,167,37,male
44,group 3,167,38,male
45,group 3,167,38.2,male
46,group 3,167,38.3,male
47,group 3,167,39.8,male
48,group 3,167,39.3,male
49,group 3,167,38.6,male
50,group 3,167,40,male
51,group 3,167,39.4,male
52,group 3,167,37.7,male
53,group 3,167,35.7,male
54,group 3,167,38.1,male
55,group 3,167,39.4,male
56,group 3,167,37.2,male
57,group 3,167,38.2,male
58,group 3,167,37.1,male
59,group 3,167,38.4,male
60,group 3,167,39.1,male
61,group 3,167,38.3,male
62,group 3,167,37.4,male
63,group 3,167,37.5,male
64,group 3,167,34.7,male
65,group 3,167,36.7,male
66,group 3,167,38,male
67,group 3,167,38.2,male
68,group 3,167,36.9,male
69,group 3,167,37.2,male
70,group 3,167,36.4,male
71,group 3,167,37.3,male
72,group 3,167,35.7,male
73,group 3,167,36.1,male
1,group 3,168,18.6,male
2,group 3,168,23.8,male
3,group 3,168,26.5,male
4,group 3,168,27.8,male
5,group 3,168,29.3,male
6,group 3,168,32.3,male
7,group 3,168,34.2,male
8,group 3,168,34.6,male
9,group 3,168,38,male
10,group 3,168,38.5,male
11,group 3,168,36,male
12,group 3,168,38.3,male
13,group 3,168,39.5,male
14,group 3,168,39.6,male
15,group 3,168,41.2,male
16,group 3,168,41.8,male
17,group 3,168,42.3,male
18,group 3,168,43,male
19,group 3,168,43.5,male
20,group 3,168,43.1,male
1,group 3,169,17.2,male
2,group 3,169,22.2,male
3,group 3,169,25,male
4,group 3,169,28,male
5,group 3,169,29.7,male
6,group 3,169,31.1,male
7,group 3,169,33.3,male
8,group 3,169,33.3,male
9,group 3,169,35.7,male
10,group 3,169,37.4,male
11,group 3,169,37.6,male
12,group 3,169,39.4,male
13,group 3,169,38.7,male
14,group 3,169,40.3,male
15,group 3,169,41.3,male
16,group 3,169,41.5,male
17,group 3,169,42,male
18,group 3,169,41.1,male
19,group 3,169,41.7,male
20,group 3,169,41.6,male
21,group 3,169,43.2,male
22,group 3,169,43.3,male
23,group 3,169,42.7,male
24,group 3,169,44,male
25,group 3,169,44.3,male
26,group 3,169,44,male
27,group 3,169,45,male
28,group 3,169,45,male
29,group 3,169,45.7,male
30,group 3,169,43.8,male
31,group 3,169,46.2,male
32,group 3,169,46.8,male
33,group 3,169,46.2,male
34,group 3,169,46.7,male
35,group 3,169,47.1,male
36,group 3,169,46.7,male
37,group 3,169,47,male
38,group 3,169,48,male
39,group 3,169,47.2,male
40,group 3,169,46,male
41,group 3,169,47.9,male
42,group 3,169,47.6,male
43,group 3,169,44.4,male
44,group 3,169,47.3,male
45,group 3,169,46,male
46,group 3,169,44.5,male
47,group 3,169,44.3,male
48,group 3,169,43.4,male
49,group 3,169,43.9,male
50,group 3,169,42.6,male
51,group 3,169,43.9,male
52,group 3,169,43.6,male
53,group 3,169,45.2,male
54,group 3,169,47.7,male
55,group 3,169,47.7,male
56,group 3,169,48.2,male
57,group 3,169,48.5,male
58,group 3,169,48.6,male
59,group 3,169,50.9,male
60,group 3,169,48.7,male
61,group 3,169,49.1,male
62,group 3,169,45.8,male
63,group 3,169,47.4,male
64,group 3,169,48.2,male
65,group 3,169,47.7,male
66,group 3,169,46.4,male
67,group 3,169,46.5,male
68,group 3,169,45.8,male
69,group 3,169,45.9,male
70,group 3,169,44.7,male
71,group 3,169,45.7,male
72,group 3,169,43.5,male
73,group 3,169,43.2,male
1,group 3,170,17.8,male
2,group 3,170,22.2,male
3,group 3,170,24.7,male
4,group 3,170,27.1,male
5,group 3,170,29.3,male
6,group 3,170,30.3,male
7,group 3,170,32.6,male
8,group 3,170,34.7,male
9,group 3,170,33.9,male
10,group 3,170,35.8,male
11,group 3,170,36,male
12,group 3,170,37.3,male
13,group 3,170,35.6,male
14,group 3,170,37.1,male
15,group 3,170,38.8,male
16,group 3,170,38.5,male
17,group 3,170,39.5,male
18,group 3,170,38.4,male
19,group 3,170,40.1,male
20,group 3,170,39.5,male
21,group 3,170,39.7,male
22,group 3,170,40.8,male
23,group 3,170,41,male
24,group 3,170,40.3,male
25,group 3,170,38.8,male
26,group 3,170,36.9,male
27,group 3,170,36.1,male
28,group 3,170,36.1,male
29,group 3,170,36.3,male
30,group 3,170,35.6,male
31,group 3,170,37.5,male
32,group 3,170,37.4,male
33,group 3,170,37.9,male
34,group 3,170,40.2,male
35,group 3,170,38,male
36,group 3,170,39.4,male
37,group 3,170,37.1,male
38,group 3,170,39.7,male
39,group 3,170,38.6,male
40,group 3,170,39.9,male
41,group 3,170,40.3,male
42,group 3,170,41.1,male
43,group 3,170,39.1,male
44,group 3,170,39.1,male
45,group 3,170,39.8,male
46,group 3,170,40.5,male
47,group 3,170,41.7,male
48,group 3,170,43.4,male
49,group 3,170,41.9,male
50,group 3,170,42.2,male
51,group 3,170,40.5,male
52,group 3,170,40.3,male
1,group 3,171,19.3,male
2,group 3,171,23.3,male
3,group 3,171,26.2,male
4,group 3,171,27.9,male
5,group 3,171,31.2,male
6,group 3,171,32.4,male
7,group 3,171,34.2,male
8,group 3,171,34.7,male
9,group 3,171,34.9,male
10,group 3,171,36.3,male
11,group 3,171,36.7,male
12,group 3,171,38.7,male
13,group 3,171,36.9,male
14,group 3,171,38.9,male
15,group 3,171,39.7,male
16,group 3,171,40.9,male
17,group 3,171,41.9,male
18,group 3,171,42.2,male
19,group 3,171,41.9,male
20,group 3,171,41.5,male
21,group 3,171,41.5,male
22,group 3,171,41.8,male
23,group 3,171,41.6,male
24,group 3,171,41.6,male
25,group 3,171,41.9,male
26,group 3,171,42,male
27,group 3,171,41.2,male
28,group 3,171,41.2,male
29,group 3,171,41.9,male
30,group 3,171,40.7,male
31,group 3,171,41.2,male
32,group 3,171,42,male
33,group 3,171,40.8,male
34,group 3,171,41.7,male
35,group 3,171,36.9,male
36,group 3,171,38,male
37,group 3,171,38.7,male
38,group 3,171,40.6,male
39,group 3,171,39.3,male
40,group 3,171,41.5,male
41,group 3,171,40.7,male
42,group 3,171,41.9,male
43,group 3,171,39.7,male
44,group 3,171,41.8,male
45,group 3,171,41,male
46,group 3,171,41,male
47,group 3,171,40.6,male
48,group 3,171,42.6,male
49,group 3,171,43,male
50,group 3,171,41.4,male
51,group 3,171,42.1,male
52,group 3,171,42.1,male
53,group 3,171,42.9,male
54,group 3,171,42.8,male
55,group 3,171,43.6,male
56,group 3,171,42.3,male
57,group 3,171,42.6,male
58,group 3,171,42.9,male
59,group 3,171,43,male
60,group 3,171,41.9,male
61,group 3,171,41.6,male
62,group 3,171,39.6,male
63,group 3,171,39.4,male
64,group 3,171,39.7,male
65,group 3,171,40.6,male
66,group 3,171,39.7,male
67,group 3,171,40.4,male
68,group 3,171,39.5,male
69,group 3,171,40.2,male
70,group 3,171,39.2,male
71,group 3,171,39.2,male
72,group 3,171,38.2,male
73,group 3,171,37,male
1,group 3,172,19.2,male
2,group 3,172,23.1,male
3,group 3,172,25.5,male
4,group 3,172,28.2,male
5,group 3,172,30.8,male
6,group 3,172,32.7,male
8,group 3,172,35,male
9,group 3,172,36,male
10,group 3,172,37.8,male
11,group 3,172,38.3,male
12,group 3,172,39.8,male
13,group 3,172,38.3,male
14,group 3,172,38.2,male
15,group 3,172,39.8,male
16,group 3,172,40.5,male
17,group 3,172,40,male
18,group 3,172,40.9,male
19,group 3,172,42.3,male
20,group 3,172,43.1,male
21,group 3,172,41.5,male
22,group 3,172,43.3,male
23,group 3,172,41.4,male
24,group 3,172,41.4,male
25,group 3,172,44,male
26,group 3,172,42.6,male
27,group 3,172,42.8,male
28,group 3,172,42.8,male
29,group 3,172,43.4,male
30,group 3,172,39.9,male
31,group 3,172,43.1,male
32,group 3,172,43.8,male
33,group 3,172,42,male
34,group 3,172,44,male
35,group 3,172,43.7,male
36,group 3,172,43.6,male
37,group 3,172,43.3,male
38,group 3,172,44.9,male
39,group 3,172,43.6,male
40,group 3,172,43.2,male
41,group 3,172,45.7,male
42,group 3,172,45.7,male
43,group 3,172,42.5,male
44,group 3,172,45.7,male
45,group 3,172,45.7,male
1,group 3,173,17.2,male
2,group 3,173,22.3,male
3,group 3,173,25.5,male
4,group 3,173,28.2,male
5,group 3,173,30.7,male
6,group 3,173,33.5,male
7,group 3,173,34,male
8,group 3,173,36,male
9,group 3,173,38.2,male
10,group 3,173,38.9,male
11,group 3,173,40.5,male
12,group 3,173,43.1,male
13,group 3,173,41.7,male
14,group 3,173,42.6,male
15,group 3,173,43.7,male
16,group 3,173,44.1,male
17,group 3,173,44.6,male
18,group 3,173,38.7,male
19,group 3,173,45.1,male
20,group 3,173,44.3,male
21,group 3,173,44.4,male
22,group 3,173,45.1,male
23,group 3,173,45,male
24,group 3,173,45.2,male
25,group 3,173,46.1,male
26,group 3,173,44.5,male
27,group 3,173,44.8,male
28,group 3,173,44.8,male
29,group 3,173,45.3,male
30,group 3,173,44.2,male
31,group 3,173,45,male
32,group 3,173,46.3,male
33,group 3,173,43,male
34,group 3,173,46.8,male
35,group 3,173,47.6,male
36,group 3,173,47.6,male
37,group 3,173,47.8,male
38,group 3,173,48.4,male
39,group 3,173,46.2,male
40,group 3,173,47.2,male
41,group 3,173,48.2,male
42,group 3,173,48.5,male
43,group 3,173,47,male
44,group 3,173,48,male
45,group 3,173,47.8,male
46,group 3,173,49,male
47,group 3,173,49.1,male
48,group 3,173,48.8,male
49,group 3,173,49,male
50,group 3,173,48.3,male
51,group 3,173,48.3,male
52,group 3,173,47.4,male
53,group 3,173,47.7,male
54,group 3,173,49.6,male
55,group 3,173,49.6,male
56,group 3,173,49,male
57,group 3,173,49.1,male
58,group 3,173,50.3,male
59,group 3,173,48.9,male
60,group 3,173,48.5,male
61,group 3,173,49.5,male
62,group 3,173,48,male
63,group 3,173,45.4,male
64,group 3,173,46.4,male
65,group 3,173,45.4,male
66,group 3,173,44.9,male
67,group 3,173,45.4,male
68,group 3,173,43,male
69,group 3,173,41.7,male
70,group 3,173,42.4,male
71,group 3,173,39.8,male
72,group 3,173,40.1,male
73,group 3,173,38.4,male
1,group 3,174,16.3,male
2,group 3,174,21.4,male
3,group 3,174,24.7,male
4,group 3,174,26.8,male
5,group 3,174,28.2,male
6,group 3,174,28.3,male
7,group 3,174,29.3,male
8,group 3,174,30.3,male
9,group 3,174,30.5,male
10,group 3,174,32.2,male
11,group 3,174,32.8,male
12,group 3,174,34.2,male
13,group 3,174,32.4,male
14,group 3,174,33.4,male
15,group 3,174,34,male
16,group 3,174,34.8,male
17,group 3,174,36,male
18,group 3,174,35.3,male
19,group 3,174,35.9,male
20,group 3,174,34.6,male
21,group 3,174,34.9,male
22,group 3,174,36.2,male
23,group 3,174,43.7,male
24,group 3,174,36.1,male
25,group 3,174,37.2,male
26,group 3,174,27,male
27,group 3,174,36.6,male
28,group 3,174,36.6,male
29,group 3,174,36.4,male
30,group 3,174,34.9,male
31,group 3,174,35.7,male
32,group 3,174,37.8,male
33,group 3,174,36.2,male
34,group 3,174,37.6,male
35,group 3,174,36.6,male
36,group 3,174,48.1,male
37,group 3,174,37.5,male
38,group 3,174,38,male
39,group 3,174,37,male
40,group 3,174,35.5,male
41,group 3,174,36.7,male
42,group 3,174,36.5,male
43,group 3,174,34.6,male
44,group 3,174,36.9,male
45,group 3,174,37.8,male
46,group 3,174,37.7,male
47,group 3,174,37.9,male
48,group 3,174,38.4,male
49,group 3,174,37.7,male
50,group 3,174,35.8,male
51,group 3,174,37.2,male
52,group 3,174,33.6,male
53,group 3,174,33.5,male
54,group 3,174,33.5,male
55,group 3,174,32.8,male
56,group 3,174,32.8,male
57,group 3,174,32.6,male
58,group 3,174,32.1,male
59,group 3,174,32.5,male
60,group 3,174,33.3,male
61,group 3,174,33.5,male
62,group 3,174,32.2,male
63,group 3,174,32.4,male
64,group 3,174,32.1,male
65,group 3,174,32.7,male
66,group 3,174,31.1,male
67,group 3,174,31.5,male
68,group 3,174,31.8,male
69,group 3,174,32.1,male
70,group 3,174,30.8,male
71,group 3,174,30,male
72,group 3,174,29.6,male
73,group 3,174,29.5,male
1,group 3,175,16.4,male
2,group 3,175,19.8,male
3,group 3,175,22.5,male
4,group 3,175,25,male
5,group 3,175,26.3,male
6,group 3,175,27.9,male
7,group 3,175,28.1,male
8,group 3,175,30.9,male
9,group 3,175,31.5,male
10,group 3,175,33,male
11,group 3,175,34.3,male
12,group 3,175,36.1,male
13,group 3,175,33.3,male
14,group 3,175,34,male
15,group 3,175,36.3,male
16,group 3,175,38.2,male
17,group 3,175,38.6,male
18,group 3,175,38.7,male
19,group 3,175,40.5,male
20,group 3,175,41.3,male
21,group 3,175,39.8,male
22,group 3,175,41.4,male
23,group 3,175,42,male
24,group 3,175,42,male
25,group 3,175,43,male
26,group 3,175,42,male
27,group 3,175,43.5,male
28,group 3,175,43.5,male
29,group 3,175,43.8,male
30,group 3,175,42.4,male
31,group 3,175,43.8,male
32,group 3,175,44.6,male
33,group 3,175,39.4,male
34,group 3,175,40,male
35,group 3,175,42.5,male
36,group 3,175,44,male
37,group 3,175,44.4,male
38,group 3,175,45.6,male
39,group 3,175,45.1,male
40,group 3,175,44.9,male
41,group 3,175,46,male
42,group 3,175,46.4,male
43,group 3,175,44.6,male
44,group 3,175,45.8,male
45,group 3,175,46.5,male
46,group 3,175,46.5,male
47,group 3,175,46.6,male
48,group 3,175,46.3,male
49,group 3,175,46.1,male
50,group 3,175,46.5,male
51,group 3,175,47.2,male
52,group 3,175,46,male
53,group 3,175,46.9,male
54,group 3,175,47.8,male
55,group 3,175,47.4,male
56,group 3,175,46,male
57,group 3,175,46.3,male
58,group 3,175,45.2,male
59,group 3,175,45.7,male
60,group 3,175,45.9,male
61,group 3,175,45.5,male
62,group 3,175,45.2,male
63,group 3,175,45.2,male
64,group 3,175,44.8,male
65,group 3,175,44.6,male
66,group 3,175,44.7,male
67,group 3,175,45.3,male
68,group 3,175,45.5,male
69,group 3,175,47.1,male
70,group 3,175,46.4,male
71,group 3,175,46.6,male
72,group 3,175,45.9,male
73,group 3,175,45.6,male
1,group 3,176,16.3,male
2,group 3,176,21.7,male
3,group 3,176,23.6,male
4,group 3,176,27.1,male
5,group 3,176,29.1,male
6,group 3,176,30.1,male
7,group 3,176,32.7,male
8,group 3,176,33.3,male
9,group 3,176,34.9,male
10,group 3,176,35.9,male
11,group 3,176,37.4,male
12,group 3,176,39.2,male
13,group 3,176,36.2,male
14,group 3,176,37.9,male
15,group 3,176,40.6,male
16,group 3,176,41.1,male
17,group 3,176,43,male
18,group 3,176,42.9,male
19,group 3,176,43,male
20,group 3,176,42.3,male
21,group 3,176,43.3,male
22,group 3,176,43.7,male
23,group 3,176,43.4,male
24,group 3,176,44.5,male
25,group 3,176,45.7,male
26,group 3,176,44.7,male
27,group 3,176,45.1,male
28,group 3,176,45.1,male
29,group 3,176,45.2,male
30,group 3,176,45,male
31,group 3,176,45.8,male
32,group 3,176,47,male
33,group 3,176,45.8,male
34,group 3,176,47.1,male
35,group 3,176,47.6,male
36,group 3,176,48,male
37,group 3,176,47.4,male
38,group 3,176,48,male
39,group 3,176,48,male
40,group 3,176,48,male
41,group 3,176,46.6,male
42,group 3,176,48.8,male
43,group 3,176,48.8,male
44,group 3,176,48.6,male
45,group 3,176,49.8,male
46,group 3,176,50.4,male
47,group 3,176,50.5,male
48,group 3,176,49.1,male
49,group 3,176,50,male
50,group 3,176,49.4,male
51,group 3,176,50.5,male
52,group 3,176,49.7,male
53,group 3,176,49.2,male
54,group 3,176,49.7,male
55,group 3,176,49.9,male
56,group 3,176,48.3,male
57,group 3,176,49.7,male
58,group 3,176,50.2,male
59,group 3,176,49.9,male
60,group 3,176,49.3,male
61,group 3,176,49.7,male
62,group 3,176,48.8,male
63,group 3,176,48.3,male
64,group 3,176,47.4,male
65,group 3,176,48.4,male
66,group 3,176,47.3,male
67,group 3,176,46.6,male
68,group 3,176,45.7,male
69,group 3,176,44.4,male
70,group 3,176,43.6,male
71,group 3,176,45.3,male
72,group 3,176,44,male
73,group 3,176,43.5,male
1,group 3,177,19.6,male
2,group 3,177,24.5,male
3,group 3,177,27.5,male
4,group 3,177,28.9,male
5,group 3,177,30.4,male
6,group 3,177,32,male
7,group 3,177,32.8,male
8,group 3,177,34.8,male
9,group 3,177,36.7,male
10,group 3,177,38.2,male
11,group 3,177,40.2,male
12,group 3,177,40.5,male
13,group 3,177,40.9,male
14,group 3,177,40.9,male
15,group 3,177,42.2,male
16,group 3,177,42.8,male
17,group 3,177,43.1,male
18,group 3,177,43,male
19,group 3,177,43.8,male
20,group 3,177,42.9,male
21,group 3,177,43,male
22,group 3,177,43.1,male
23,group 3,177,43.7,male
24,group 3,177,42.8,male
25,group 3,177,43.2,male
26,group 3,177,44.3,male
27,group 3,177,43.4,male
28,group 3,177,43.4,male
29,group 3,177,42.8,male
30,group 3,177,43.7,male
31,group 3,177,43.1,male
32,group 3,177,43.9,male
33,group 3,177,41.2,male
34,group 3,177,43.2,male
35,group 3,177,43.4,male
36,group 3,177,43.1,male
37,group 3,177,42.9,male
38,group 3,177,44.3,male
39,group 3,177,42.3,male
40,group 3,177,44.3,male
41,group 3,177,44.3,male
42,group 3,177,45.3,male
43,group 3,177,45.5,male
44,group 3,177,47,male
45,group 3,177,46.9,male
46,group 3,177,47.6,male
47,group 3,177,46.7,male
48,group 3,177,46.5,male
49,group 3,177,46.5,male
50,group 3,177,46,male
51,group 3,177,46.8,male
1,group 3,178,18,male
2,group 3,178,23.3,male
3,group 3,178,26,male
4,group 3,178,27.1,male
5,group 3,178,28.3,male
6,group 3,178,27.8,male
7,group 3,178,28.3,male
8,group 3,178,30,male
9,group 3,178,30.5,male
10,group 3,178,32.9,male
11,group 3,178,34.4,male
12,group 3,178,33.6,male
13,group 3,178,33.5,male
14,group 3,178,33,male
15,group 3,178,34.2,male
16,group 3,178,36.3,male
17,group 3,178,39.2,male
18,group 3,178,38.5,male
19,group 3,178,38.7,male
20,group 3,178,38.7,male
21,group 3,178,39.4,male
22,group 3,178,38.5,male
23,group 3,178,38.6,male
24,group 3,178,38.8,male
25,group 3,178,38.7,male
26,group 3,178,39.1,male
27,group 3,178,37.7,male
28,group 3,178,37.7,male
29,group 3,178,36.2,male
30,group 3,178,39.7,male
31,group 3,178,39.1,male
32,group 3,178,40.3,male
33,group 3,178,40.1,male
34,group 3,178,37.7,male
35,group 3,178,38.8,male
36,group 3,178,40.3,male
37,group 3,178,38.7,male
38,group 3,178,40.2,male
39,group 3,178,39.3,male
40,group 3,178,40.3,male
41,group 3,178,39.4,male
42,group 3,178,40.7,male
43,group 3,178,41.8,male
44,group 3,178,43.6,male
45,group 3,178,43,male
46,group 3,178,44.3,male
47,group 3,178,45.5,male
48,group 3,178,44.5,male
49,group 3,178,44.4,male
50,group 3,178,42.6,male
51,group 3,178,43,male
1,group 3,179,20,male
2,group 3,179,24.8,male
3,group 3,179,26.6,male
4,group 3,179,27.4,male
5,group 3,179,28.4,male
6,group 3,179,29.7,male
7,group 3,179,31.9,male
8,group 3,179,32.5,male
9,group 3,179,31.6,male
10,group 3,179,33.5,male
11,group 3,179,34.5,male
12,group 3,179,32.8,male
13,group 3,179,31.1,male
14,group 3,179,30.5,male
15,group 3,179,29.4,male
16,group 3,179,34.7,male
17,group 3,179,35,male
18,group 3,179,36.8,male
19,group 3,179,37.9,male
20,group 3,179,38.3,male
21,group 3,179,39.9,male
22,group 3,179,41.1,male
23,group 3,179,41.2,male
24,group 3,179,40.3,male
25,group 3,179,39.2,male
26,group 3,179,40.7,male
27,group 3,179,40.9,male
28,group 3,179,40.9,male
29,group 3,179,41.8,male
30,group 3,179,39.9,male
31,group 3,179,41.8,male
32,group 3,179,42.6,male
33,group 3,179,42.9,male
34,group 3,179,43.4,male
35,group 3,179,44.1,male
36,group 3,179,43.4,male
37,group 3,179,43.6,male
38,group 3,179,44.8,male
39,group 3,179,41.8,male
40,group 3,179,43.2,male
41,group 3,179,43,male
42,group 3,179,43.8,male
43,group 3,179,43.4,male
44,group 3,179,46.5,male
45,group 3,179,47.8,male
46,group 3,179,48,male
47,group 3,179,45.7,male
48,group 3,179,48.1,male
49,group 3,179,46.9,male
50,group 3,179,47.4,male
51,group 3,179,48,male
1,group 3,180,19,male
2,group 3,180,24.2,male
3,group 3,180,26.5,male
4,group 3,180,28.7,male
5,group 3,180,28.9,male
6,group 3,180,30.7,male
7,group 3,180,31.7,male
8,group 3,180,33.8,male
9,group 3,180,32.3,male
10,group 3,180,34.4,male
11,group 3,180,35.9,male
12,group 3,180,35.9,male
13,group 3,180,35.9,male
14,group 3,180,34.7,male
15,group 3,180,37,male
16,group 3,180,37.3,male
17,group 3,180,38.3,male
18,group 3,180,38.6,male
19,group 3,180,40.2,male
20,group 3,180,39.9,male
21,group 3,180,41.4,male
22,group 3,180,41.2,male
23,group 3,180,40.3,male
24,group 3,180,42,male
25,group 3,180,42.2,male
26,group 3,180,41.6,male
27,group 3,180,42.7,male
28,group 3,180,42.7,male
29,group 3,180,40,male
30,group 3,180,43.7,male
31,group 3,180,41.4,male
32,group 3,180,43,male
33,group 3,180,41.8,male
34,group 3,180,42.1,male
35,group 3,180,44.5,male
36,group 3,180,43,male
37,group 3,180,41.8,male
38,group 3,180,44.6,male
39,group 3,180,41.2,male
40,group 3,180,42,male
41,group 3,180,42,male
42,group 3,180,45,male
43,group 3,180,43.1,male
44,group 3,180,44.5,male
45,group 3,180,43.6,male
46,group 3,180,44.8,male
47,group 3,180,47,male
48,group 3,180,44,male
49,group 3,180,42.7,male
50,group 3,180,41.9,male
51,group 3,180,40.9,male
1,group 3,181,19.2,male
2,group 3,181,22.8,male
3,group 3,181,24.9,male
4,group 3,181,26.7,male
5,group 3,181,29.5,male
6,group 3,181,28.8,male
7,group 3,181,30.7,male
8,group 3,181,31.2,male
9,group 3,181,31.9,male
10,group 3,181,32.8,male
11,group 3,181,33.2,male
12,group 3,181,33.5,male
13,group 3,181,33.6,male
14,group 3,181,35.5,male
15,group 3,181,35.4,male
16,group 3,181,36.7,male
17,group 3,181,37.7,male
18,group 3,181,38.1,male
19,group 3,181,37,male
20,group 3,181,35.2,male
21,group 3,181,33.2,male
22,group 3,181,32.9,male
23,group 3,181,34.5,male
24,group 3,181,36.7,male
25,group 3,181,36.7,male
26,group 3,181,36.2,male
27,group 3,181,37.4,male
28,group 3,181,37.4,male
29,group 3,181,37.9,male
30,group 3,181,38.3,male
31,group 3,181,36.7,male
32,group 3,181,35,male
33,group 3,181,35.5,male
34,group 3,181,38.2,male
35,group 3,181,39.2,male
36,group 3,181,40,male
37,group 3,181,39.5,male
38,group 3,181,40.7,male
39,group 3,181,38.2,male
40,group 3,181,37.5,male
41,group 3,181,39.9,male
42,group 3,181,39.4,male
43,group 3,181,38.6,male
44,group 3,181,40.3,male
45,group 3,181,40.9,male
46,group 3,181,41.9,male
47,group 3,181,40,male
48,group 3,181,42.2,male
49,group 3,181,40.6,male
50,group 3,181,39.2,male
51,group 3,181,40,male
1,group 3,182,17.6,male
2,group 3,182,21.7,male
3,group 3,182,23.9,male
4,group 3,182,26.1,male
5,group 3,182,27.1,male
6,group 3,182,27.4,male
7,group 3,182,29.8,male
8,group 3,182,29.5,male
9,group 3,182,30.5,male
10,group 3,182,30.9,male
11,group 3,182,31.4,male
12,group 3,182,32,male
13,group 3,182,31.7,male
14,group 3,182,32,male
15,group 3,182,33.8,male
16,group 3,182,35.3,male
17,group 3,182,35.5,male
18,group 3,182,35.7,male
19,group 3,182,36.7,male
20,group 3,182,36.1,male
21,group 3,182,38.1,male
22,group 3,182,36.5,male
23,group 3,182,36.1,male
24,group 3,182,36.8,male
25,group 3,182,37.1,male
26,group 3,182,38.7,male
27,group 3,182,38.7,male
28,group 3,182,38.7,male
29,group 3,182,39.2,male
30,group 3,182,39.8,male
31,group 3,182,40.7,male
32,group 3,182,42.6,male
33,group 3,182,40.7,male
34,group 3,182,41.4,male
35,group 3,182,41.7,male
36,group 3,182,41.1,male
37,group 3,182,41.3,male
38,group 3,182,41.8,male
39,group 3,182,39.7,male
40,group 3,182,39.3,male
41,group 3,182,40.5,male
42,group 3,182,41.1,male
43,group 3,182,32,male
44,group 3,182,40.8,male
45,group 3,182,41.6,male
46,group 3,182,42.7,male
47,group 3,182,41,male
48,group 3,182,41.4,male
49,group 3,182,39.8,male
50,group 3,182,38.8,male
51,group 3,182,40.8,male
1,group 3,183,21.1,male
2,group 3,183,23.8,male
3,group 3,183,25.9,male
4,group 3,183,28.2,male
5,group 3,183,29.8,male
6,group 3,183,30.5,male
7,group 3,183,33.3,male
8,group 3,183,31.9,male
9,group 3,183,34.5,male
10,group 3,183,34.5,male
11,group 3,183,36,male
12,group 3,183,35.5,male
13,group 3,183,35.4,male
14,group 3,183,35.7,male
15,group 3,183,36.7,male
16,group 3,183,38.5,male
17,group 3,183,39.5,male
18,group 3,183,40,male
19,group 3,183,40.2,male
20,group 3,183,36.2,male
21,group 3,183,36.9,male
22,group 3,183,33.5,male
23,group 3,183,35.1,male
24,group 3,183,36.3,male
25,group 3,183,37.3,male
26,group 3,183,37.9,male
27,group 3,183,39.7,male
28,group 3,183,39.7,male
29,group 3,183,39.9,male
30,group 3,183,40.2,male
31,group 3,183,38.1,male
32,group 3,183,37.6,male
33,group 3,183,36.1,male
34,group 3,183,38.6,male
35,group 3,183,40,male
36,group 3,183,41.7,male
37,group 3,183,42.8,male
38,group 3,183,43.4,male
39,group 3,183,41.2,male
40,group 3,183,42.4,male
41,group 3,183,43.7,male
42,group 3,183,44.7,male
43,group 3,183,44.3,male
44,group 3,183,45.9,male
45,group 3,183,47.1,male
46,group 3,183,48.3,male
47,group 3,183,46.9,male
48,group 3,183,46.8,male
49,group 3,183,47.9,male
50,group 3,183,47.8,male
51,group 3,183,45.5,male
1,group 3,184,19.7,male
2,group 3,184,23.6,male
